epoch,total_loss,recon_loss,kl_loss
1,25.87591576576233,22.024404525756836,0.28042933344841003
2,18.03559511899948,14.090422630310059,0.22211284935474396
3,15.239482760429382,14.563069343566895,0.16332733631134033
4,13.539020836353302,12.448546409606934,0.10304129123687744
5,12.242354094982147,13.498208999633789,0.07923264801502228
6,11.280444741249084,9.196099281311035,0.06913446635007858
7,10.557102352380753,9.645834922790527,0.06441676616668701
8,10.023487865924835,8.945138931274414,0.06023614481091499
9,9.749618589878082,8.760454177856445,0.0989578515291214
10,9.402457624673843,8.354304313659668,0.15091876685619354
11,9.090199530124664,10.395821571350098,0.2764200270175934
12,8.922489821910858,8.396025657653809,0.2589322626590729
13,8.481003493070602,6.523918151855469,0.4900924265384674
14,8.456621050834656,9.161507606506348,0.4956900179386139
15,8.073429614305496,6.301025390625,0.7133828401565552
16,7.945263117551804,8.004467010498047,0.8558245897293091
17,7.7632346749305725,8.042733192443848,0.7861431241035461
18,7.662795156240463,8.45114803314209,0.48147568106651306
19,7.592927515506744,4.89929723739624,0.7467142939567566
20,7.405373781919479,6.830580234527588,0.7284755110740662
21,7.420304208993912,7.216466426849365,0.8688445091247559
22,7.1824415028095245,6.011073589324951,1.0700584650039673
23,7.250333994626999,6.819175720214844,0.8480657935142517
24,7.160463660955429,6.12429666519165,1.077123999595642
25,6.898955136537552,5.728087425231934,0.8451744318008423
26,7.061508297920227,2.969060182571411,1.0277836322784424
27,7.012599498033524,7.269859313964844,1.0946755409240723
28,6.9261225163936615,6.698455810546875,1.0610803365707397
29,6.910103052854538,4.8934807777404785,1.309079647064209
30,7.041706591844559,7.1169304847717285,1.2424134016036987
31,6.965944796800613,6.127250671386719,1.2171038389205933
32,6.771771252155304,5.162606716156006,0.9198999404907227
33,6.9309592843055725,5.1447296142578125,0.9200884699821472
34,6.916788756847382,5.894565105438232,1.0844550132751465
35,6.720031976699829,4.117129802703857,1.1860183477401733
36,6.8131014704704285,6.06862735748291,1.5386927127838135
37,6.925047874450684,6.5850443840026855,1.160506248474121
38,6.848153471946716,7.704951763153076,1.1943626403808594
39,6.909340530633926,4.328155517578125,1.2814617156982422
40,6.719580948352814,5.799540996551514,1.3163492679595947
41,6.598742574453354,5.102811336517334,1.2382111549377441
42,6.754577428102493,6.3341569900512695,1.6542404890060425
43,6.734353005886078,5.041769027709961,1.5163688659667969
44,6.824211955070496,7.52138090133667,1.3731012344360352
45,6.444206148386002,4.997900485992432,1.3774510622024536
46,6.560671359300613,5.248883247375488,1.4616459608078003
47,6.56952840089798,4.70046854019165,1.3614534139633179
48,6.522118538618088,5.836366176605225,1.4068011045455933
49,6.281736791133881,3.2864601612091064,1.5026851892471313
50,6.226446896791458,5.177563667297363,1.2999099493026733
51,6.4185322523117065,4.507617473602295,1.7361805438995361
52,6.25543013215065,4.734592914581299,1.2374601364135742
53,6.432153254747391,4.428172588348389,1.5155974626541138
54,6.162626624107361,5.3097639083862305,1.711848258972168
55,6.015594810247421,2.7483606338500977,1.8417112827301025
56,6.10075256228447,4.288512706756592,1.904684066772461
57,6.03294050693512,3.7181057929992676,1.9651039838790894
58,5.949014395475388,4.986756801605225,2.0229251384735107
59,6.1083358228206635,5.049174785614014,1.8224600553512573
60,5.8953647911548615,3.3573989868164062,1.9401625394821167
61,5.877569496631622,3.979731321334839,2.139263153076172
62,5.772284537553787,3.7746834754943848,1.7583115100860596
63,5.661598652601242,4.2313761711120605,1.8716356754302979
64,5.714319050312042,3.9929637908935547,1.8140144348144531
65,5.672241777181625,3.171318531036377,2.0315349102020264
66,5.680849641561508,4.741145610809326,1.8851120471954346
67,5.716458261013031,4.699374198913574,2.066683530807495
68,5.484562158584595,5.197070121765137,1.9763755798339844
69,5.829325079917908,4.776635646820068,2.212991237640381
70,5.56124784052372,4.284924030303955,2.354048013687134
71,5.504920125007629,2.7853968143463135,2.511782169342041
72,5.3059739619493484,1.9716852903366089,2.4969944953918457
73,5.634813100099564,3.983823537826538,2.1690852642059326
74,5.4901964366436005,3.2371246814727783,2.3382680416107178
75,5.447311341762543,2.175934314727783,2.5094215869903564
76,5.450159400701523,3.2785515785217285,2.6582868099212646
77,5.486127287149429,3.5573718547821045,2.5258374214172363
78,5.441129714250565,1.5900968313217163,2.973097085952759
79,5.2273742109537125,1.787979006767273,2.955108642578125
80,5.303149074316025,2.631549119949341,2.633476972579956
81,5.135770499706268,1.4744013547897339,2.659181833267212
82,5.079707086086273,2.1150922775268555,2.950209856033325
83,5.01289963722229,1.9389711618423462,2.8809316158294678
84,5.095422595739365,2.9350104331970215,3.0523788928985596
85,5.075883686542511,1.8368676900863647,3.5551774501800537
86,4.912884399294853,1.6013845205307007,3.0339114665985107
87,4.878640025854111,0.9863689541816711,2.9088993072509766
88,5.170249700546265,1.7364780902862549,3.1835267543792725
89,4.873946189880371,2.1141834259033203,4.017428874969482
90,4.875732928514481,2.8417506217956543,3.55328369140625
91,4.842723876237869,0.08386333286762238,3.5758137702941895
92,4.744107708334923,1.0554367303848267,3.7175545692443848
93,4.89119328558445,-0.6891005635261536,3.8276023864746094
94,4.5916716158390045,0.39478540420532227,3.031111001968384
95,4.815154537558556,2.291356325149536,3.692155599594116
96,4.627384930849075,-0.5404075980186462,3.8208541870117188
97,4.441009238362312,-0.2529045641422272,3.735931158065796
98,4.42494760453701,1.6730321645736694,4.12965726852417
99,4.483705773949623,0.5896816253662109,3.435321569442749
100,4.553810283541679,-0.8147897124290466,3.879941940307617
