epoch,total_loss,recon_loss,kl_loss,sparsity_loss
1,418.1814556121826,376.6336364746094,0.25805506110191345,0.0
2,316.36231422424316,301.29571533203125,1.092389702796936,0.0
3,236.669753074646,177.97607421875,15.59936237335205,0.0
4,172.5654993057251,120.12935638427734,8.693778038024902,0.0
5,141.2070345878601,126.1670150756836,5.5544753074646,0.0
6,123.21239233016968,112.5175552368164,8.202879905700684,0.0
7,102.37663698196411,93.7791976928711,11.160258293151855,0.0
8,88.0801272392273,86.5171127319336,11.945733070373535,0.0
9,76.54117488861084,74.51693725585938,10.401432991027832,0.0
10,64.40891480445862,35.052982330322266,14.430569648742676,0.0
11,56.35196614265442,42.123348236083984,12.304112434387207,0.0
12,50.113383531570435,33.60201644897461,12.055346488952637,0.0
13,46.44414806365967,29.05498695373535,11.43298053741455,0.0
14,42.13987326622009,22.852615356445312,11.945738792419434,0.0
15,36.96871542930603,27.550710678100586,12.539006233215332,0.0
16,31.988829970359802,18.000408172607422,13.321698188781738,0.0
17,29.14967906475067,17.982872009277344,10.59953498840332,0.0
18,27.664420247077942,10.51338005065918,12.792607307434082,0.0
19,27.301767468452454,24.006576538085938,13.32584285736084,0.0
20,25.718227863311768,14.530806541442871,11.440634727478027,0.0
21,24.53307819366455,9.719391822814941,12.31589412689209,0.0
22,24.395037055015564,23.009145736694336,11.74682331085205,0.0
23,22.263771653175354,7.767553806304932,9.930743217468262,0.0
24,22.139838814735413,9.332761764526367,10.80628490447998,0.0
25,21.48496162891388,9.453280448913574,11.21196174621582,0.0
26,21.4823055267334,15.571969985961914,11.866279602050781,0.0
27,20.7691348195076,7.467759132385254,11.021181106567383,0.0
28,20.104225516319275,8.687170028686523,9.80310344696045,0.0
29,19.6335991024971,6.518059730529785,10.312585830688477,0.0
30,19.587442755699158,7.869260311126709,10.668267250061035,0.0
31,18.712145626544952,7.240576267242432,10.1957426071167,0.0
32,17.99743378162384,7.321054935455322,10.120673179626465,0.0
33,18.24037057161331,9.1159029006958,10.782001495361328,0.0
34,17.658367335796356,6.408660888671875,10.194561004638672,0.0
35,17.522458910942078,8.132067680358887,9.323925971984863,0.0
36,16.925824463367462,6.016141891479492,9.861108779907227,0.0
37,16.238833606243134,6.381761074066162,9.65527057647705,0.0
38,15.828390717506409,1.4892030954360962,9.007075309753418,0.0
39,15.44419801235199,4.203314304351807,8.56874942779541,0.0
40,15.349854707717896,8.141178131103516,9.294278144836426,0.0
41,15.244879722595215,1.2345232963562012,9.287260055541992,0.0
42,14.939228355884552,5.628934383392334,10.02872085571289,0.0
43,14.304195404052734,5.26252555847168,9.566032409667969,0.0
44,14.156949162483215,4.683560371398926,9.515088081359863,0.0
45,13.976401448249817,5.623416423797607,9.437166213989258,0.0
46,13.942869186401367,6.591196537017822,9.950392723083496,0.0
47,13.076497435569763,2.785409450531006,9.482728958129883,0.0
48,12.521872818470001,2.7320058345794678,9.186909675598145,0.0
49,12.780853807926178,1.256036639213562,9.305907249450684,0.0
50,12.096104264259338,2.8547887802124023,8.30984878540039,0.0
51,12.203123390674591,3.1525509357452393,8.383689880371094,0.0
52,11.9236980676651,4.10424280166626,8.167048454284668,0.0
53,11.381046950817108,5.003464221954346,8.398270606994629,0.0
54,11.23395186662674,2.112769365310669,8.485442161560059,0.0
55,10.844082653522491,3.422743320465088,8.231000900268555,0.0
56,11.238512217998505,6.272009372711182,8.961979866027832,0.0
57,10.404199033975601,-0.32317304611206055,8.361846923828125,0.0
58,10.586678624153137,3.9454307556152344,8.543341636657715,0.0
59,10.115760564804077,3.019209861755371,7.9094390869140625,0.0
60,10.032444059848785,2.8967716693878174,8.634779930114746,0.0
61,9.623074918985367,1.7629146575927734,7.720265865325928,0.0
62,9.597246766090393,-2.075528860092163,8.160054206848145,0.0
63,9.3953215777874,1.5715656280517578,7.814616680145264,0.0
64,9.248623847961426,1.474603533744812,8.423995971679688,0.0
65,8.840707659721375,0.6165801882743835,7.8951849937438965,0.0
66,8.804045557975769,0.17817659676074982,8.247171401977539,0.0
67,8.752630412578583,1.9011863470077515,7.6971940994262695,0.0
68,8.456341654062271,0.06030092388391495,7.685949802398682,0.0
69,8.21046006679535,-0.31924089789390564,7.199902534484863,0.0
70,8.056885570287704,-2.2023465633392334,7.801367282867432,0.0
71,8.409098237752914,3.7275173664093018,7.681205749511719,0.0
72,7.701346933841705,-1.7963656187057495,7.420790195465088,0.0
73,7.614227324724197,1.8267300128936768,7.89886999130249,0.0
74,7.997585207223892,0.9724807143211365,8.242429733276367,0.0
75,7.5847247540950775,1.0188812017440796,7.635785102844238,0.0
76,7.756498783826828,2.2027156352996826,7.497706890106201,0.0
77,7.411912173032761,-2.125185012817383,7.773412227630615,0.0
78,7.207751959562302,-1.6950762271881104,7.739500522613525,0.0
79,7.343866229057312,-1.8467693328857422,7.144381999969482,0.0
80,7.008295387029648,-0.6718472838401794,7.528183937072754,0.0
81,7.078317552804947,0.16682091355323792,7.85628604888916,0.1016051396727562
82,6.832888603210449,-3.517810583114624,7.222705364227295,0.10655948519706726
83,6.670734778046608,-0.7467520833015442,7.3049211502075195,0.10584907978773117
84,6.810171365737915,-1.6226383447647095,7.138494968414307,0.11212421208620071
85,6.587286531925201,-0.805767834186554,7.0400710105896,0.10362935066223145
86,6.617705971002579,1.1078203916549683,7.325255870819092,0.10832877457141876
87,6.439540281891823,0.036963630467653275,7.274864196777344,0.10184671729803085
88,6.2477414309978485,-1.7113205194473267,6.93505334854126,0.10454359650611877
89,6.191773325204849,0.44146689772605896,7.231941223144531,0.10264257341623306
90,6.368973255157471,-0.1969945877790451,7.143676280975342,0.10365314036607742
91,6.240169882774353,-4.200193405151367,7.148519039154053,0.09955349564552307
92,6.065780162811279,-1.178820013999939,7.434218883514404,0.1035723015666008
93,5.711907058954239,-1.602446436882019,6.8403825759887695,0.09870602935552597
94,5.982613027095795,0.8346393704414368,7.174585819244385,0.10239792615175247
95,5.570928379893303,-3.772036075592041,7.1219353675842285,0.11063987016677856
