symbolic_formula,modelo,arquitectura,tiempo
2,TVAE,16-8,7.861992344260216e-06
2,TVAE,16-8,7.925089448690414e-06
2,TVAE,16-8,7.78702087700367e-06
2,TVAE,16-8,7.637077942490578e-06
2,TVAE,16-8,8.27200710773468e-06
2,TVAE,16-8,7.72019848227501e-06
2,TVAE,16-8,7.609138265252113e-06
2,TVAE,16-8,7.627066224813461e-06
2,TVAE,16-8,7.688067853450775e-06
2,TVAE,16-8,7.677124813199043e-06
2,TVAE,16-8,7.89412297308445e-06
2,TVAE,16-8,7.666181772947311e-06
2,TVAE,16-8,7.6000578701496124e-06
2,TVAE,16-8,7.68410973250866e-06
2,TVAE,16-8,7.735099643468857e-06
2,TVAE,16-8,7.614027708768845e-06
2,TVAE,16-8,7.700175046920776e-06
2,TVAE,16-8,7.64499418437481e-06
2,TVAE,16-8,7.5928401201963425e-06
2,TVAE,16-8,7.5749121606349945e-06
2,TVAE,16-8,7.674098014831543e-06
2,TVAE,16-8,7.784925401210785e-06
2,TVAE,16-8,7.65710137784481e-06
2,TVAE,16-8,7.613096386194229e-06
2,TVAE,16-8,8.00122506916523e-06
2,TVAE,16-8,8.011003956198692e-06
2,TVAE,16-8,7.583992555737495e-06
2,TVAE,16-8,7.79610127210617e-06
2,TVAE,16-8,7.699010893702507e-06
2,TVAE,16-8,7.72508792579174e-06
2,TVAE,16-8,7.69319012761116e-06
2,TVAE,16-8,7.804948836565018e-06
2,TVAE,16-8,7.667113095521927e-06
2,TVAE,16-8,7.671071216464043e-06
2,TVAE,16-8,7.736962288618088e-06
2,TVAE,16-8,7.656170055270195e-06
2,TVAE,16-8,7.573980838060379e-06
2,TVAE,16-8,7.736030966043472e-06
2,TVAE,16-8,7.6070427894592285e-06
2,TVAE,16-8,7.58608803153038e-06
2,TVAE,16-8,7.585156708955765e-06
2,TVAE,16-8,7.689930498600006e-06
2,TVAE,16-8,7.603084668517113e-06
2,TVAE,16-8,7.632886990904808e-06
2,TVAE,16-8,7.675029337406158e-06
2,TVAE,16-8,7.647089660167694e-06
2,TVAE,16-8,7.669907063245773e-06
2,TVAE,16-8,7.913913577795029e-06
2,TVAE,16-8,7.700873538851738e-06
2,TVAE,16-8,7.700873538851738e-06
2,TVAE,16-8,7.627066224813461e-06
2,TVAE,16-8,7.609138265252113e-06
2,TVAE,16-8,7.610069587826729e-06
2,TVAE,16-8,7.628928869962692e-06
2,TVAE,16-8,7.835915312170982e-06
2,TVAE,16-8,7.667113095521927e-06
2,TVAE,16-8,7.661990821361542e-06
2,TVAE,16-8,7.622875273227692e-06
2,TVAE,16-8,7.626134902238846e-06
2,TVAE,16-8,7.641036063432693e-06
2,TVAE,16-8,7.609836757183075e-06
2,TVAE,16-8,7.65104778110981e-06
2,TVAE,16-8,7.6249707490205765e-06
2,TVAE,16-8,7.6231081038713455e-06
2,TVAE,16-8,8.156057447195053e-06
2,TVAE,16-8,7.763970643281937e-06
2,TVAE,16-8,7.616821676492691e-06
2,TVAE,16-8,7.815193384885788e-06
2,TVAE,16-8,7.71787017583847e-06
2,TVAE,16-8,7.874099537730217e-06
2,TVAE,16-8,7.594935595989227e-06
2,TVAE,16-8,7.576076313853264e-06
2,TVAE,16-8,7.585855200886726e-06
2,TVAE,16-8,7.620081305503845e-06
2,TVAE,16-8,7.573980838060379e-06
2,TVAE,16-8,7.6231081038713455e-06
2,TVAE,16-8,7.833121344447136e-06
2,TVAE,16-8,7.751863449811935e-06
2,TVAE,16-8,7.564900442957878e-06
2,TVAE,16-8,7.72089697420597e-06
2,TVAE,16-8,7.680151611566544e-06
2,TVAE,16-8,7.604947313666344e-06
2,TVAE,16-8,7.6000578701496124e-06
2,TVAE,16-8,7.612863555550575e-06
2,TVAE,16-8,7.651979103684425e-06
2,TVAE,16-8,7.627997547388077e-06
2,TVAE,16-8,7.662922143936157e-06
2,TVAE,16-8,7.661059498786926e-06
2,TVAE,16-8,7.601920515298843e-06
2,TVAE,16-8,7.819849997758865e-06
2,TVAE,16-8,7.6158903539180756e-06
2,TVAE,16-8,7.62217678129673e-06
2,TVAE,16-8,7.771886885166168e-06
2,TVAE,16-8,7.909955456852913e-06
2,TVAE,16-8,7.72089697420597e-06
2,TVAE,16-8,7.664086297154427e-06
2,TVAE,16-8,7.703900337219238e-06
2,TVAE,16-8,7.675960659980774e-06
2,TVAE,16-8,7.695984095335007e-06
2,TVAE,16-8,7.784925401210785e-06
2,TVAE,16-8,9.522074833512306e-06
2,TVAE,16-8,7.9271849244833e-06
2,TVAE,16-8,7.678056135773659e-06
2,TVAE,16-8,8.2370825111866e-06
2,TVAE,16-8,7.668975740671158e-06
2,TVAE,16-8,7.92602077126503e-06
2,TVAE,16-8,7.763970643281937e-06
2,TVAE,16-8,7.643131539225578e-06
2,TVAE,16-8,7.863854989409447e-06
2,TVAE,16-8,7.78702087700367e-06
2,TVAE,16-8,7.897848263382912e-06
2,TVAE,16-8,7.875962182879448e-06
2,TVAE,16-8,7.678056135773659e-06
2,TVAE,16-8,7.711118087172508e-06
2,TVAE,16-8,7.597962394356728e-06
2,TVAE,16-8,7.6158903539180756e-06
2,TVAE,16-8,7.854076102375984e-06
2,TVAE,16-8,2.1197134628891945e-05
2,TVAE,16-8,1.3152137398719788e-05
2,TVAE,16-8,7.83219002187252e-06
2,TVAE,16-8,7.67689198255539e-06
2,TVAE,16-8,7.653143256902695e-06
2,TVAE,16-8,7.717171683907509e-06
2,TVAE,16-8,7.71600753068924e-06
2,TVAE,16-8,7.971888408064842e-06
2,TVAE,16-8,7.827067747712135e-06
2,TVAE,16-8,7.750000804662704e-06
2,TVAE,16-8,7.72811472415924e-06
2,TVAE,16-8,7.78399407863617e-06
2,TVAE,16-8,7.618917152285576e-06
2,TVAE,16-8,7.766997441649437e-06
2,TVAE,16-8,7.99586996436119e-06
2,TVAE,16-8,7.777009159326553e-06
2,TVAE,16-8,7.731840014457703e-06
2,TVAE,16-8,7.58003443479538e-06
2,TVAE,16-8,7.68713653087616e-06
2,TVAE,16-8,7.934868335723877e-06
2,TVAE,16-8,1.2645963579416275e-05
2,TVAE,16-8,2.6182038709521294e-05
2,TVAE,16-8,2.6578083634376526e-05
2,TVAE,16-8,1.1047814041376114e-05
2,TVAE,16-8,7.795868441462517e-06
2,TVAE,16-8,7.749069482088089e-06
2,TVAE,16-8,7.636146619915962e-06
2,TVAE,16-8,7.536960765719414e-06
2,TVAE,16-8,7.600989192724228e-06
2,TVAE,16-8,7.577938959002495e-06
2,TVAE,16-8,7.641967386007309e-06
2,TVAE,16-8,7.722992449998856e-06
2,TVAE,16-8,7.696915417909622e-06
2,TVAE,16-8,7.850117981433868e-06
2,TVAE,16-8,7.641967386007309e-06
2,TVAE,16-8,7.99703411757946e-06
2,TVAE,16-8,7.79307447373867e-06
2,TVAE,16-8,7.689930498600006e-06
2,TVAE,16-8,8.007045835256577e-06
2,TVAE,16-8,7.573980838060379e-06
2,TVAE,16-8,7.737893611192703e-06
2,TVAE,16-8,7.649185135960579e-06
2,TVAE,16-8,7.931143045425415e-06
2,TVAE,16-8,7.858965545892715e-06
2,TVAE,16-8,8.132075890898705e-06
2,TVAE,16-8,7.762107998132706e-06
2,TVAE,16-8,7.736962288618088e-06
2,TVAE,16-8,7.719965651631355e-06
2,TVAE,16-8,7.587950676679611e-06
2,TVAE,16-8,7.95186497271061e-06
2,TVAE,16-8,7.573980838060379e-06
2,TVAE,16-8,7.832888513803482e-06
2,TVAE,16-8,7.742084562778473e-06
2,TVAE,16-8,7.632886990904808e-06
2,TVAE,16-8,8.167000487446785e-06
2,TVAE,16-8,7.722992449998856e-06
2,TVAE,16-8,7.767928764224052e-06
2,TVAE,16-8,7.872004061937332e-06
2,TVAE,16-8,7.774913683533669e-06
2,TVAE,16-8,7.8580342233181e-06
2,TVAE,16-8,7.98795372247696e-06
2,TVAE,16-8,7.819849997758865e-06
2,TVAE,16-8,7.665948942303658e-06
2,TVAE,16-8,7.656170055270195e-06
2,TVAE,16-8,8.055008947849274e-06
2,TVAE,16-8,7.786089554429054e-06
2,TVAE,16-8,7.760012522339821e-06
2,TVAE,16-8,7.68597237765789e-06
2,TVAE,16-8,8.186092600226402e-06
2,TVAE,16-8,7.655937224626541e-06
2,TVAE,16-8,7.72089697420597e-06
2,TVAE,16-8,7.618917152285576e-06
2,TVAE,16-8,7.647089660167694e-06
2,TVAE,16-8,9.141163900494576e-06
2,TVAE,16-8,8.639879524707794e-06
2,TVAE,16-8,7.76117667555809e-06
2,TVAE,16-8,8.018920198082924e-06
2,TVAE,16-8,8.522998541593552e-06
2,TVAE,16-8,8.146045729517937e-06
2,TVAE,16-8,7.71484337747097e-06
2,TVAE,16-8,8.16304236650467e-06
2,TVAE,16-8,7.71484337747097e-06
2,TVAE,16-8,7.655005902051926e-06
2,TVAE,16-8,7.730210199952126e-06
2,TVAE,16-8,7.926952093839645e-06
2,TVAE,16-8,7.727881893515587e-06
2,TVAE,16-8,8.062925189733505e-06
2,TVAE,16-8,7.903901860117912e-06
2,TVAE,16-8,8.000992238521576e-06
2,TVAE,16-8,7.651979103684425e-06
2,TVAE,16-8,7.705064490437508e-06
2,TVAE,16-8,7.899012416601181e-06
2,TVAE,16-8,8.261064067482948e-06
2,TVAE,16-8,7.594004273414612e-06
2,TVAE,16-8,8.443137630820274e-06
2,TVAE,16-8,7.71903432905674e-06
2,TVAE,16-8,7.656170055270195e-06
2,TVAE,16-8,7.880153134465218e-06
2,TVAE,16-8,8.03312286734581e-06
2,TVAE,16-8,7.753027603030205e-06
2,TVAE,16-8,7.692957296967506e-06
2,TVAE,16-8,7.663853466510773e-06
2,TVAE,16-8,7.675029337406158e-06
2,TVAE,16-8,7.588881999254227e-06
2,TVAE,16-8,7.610069587826729e-06
2,TVAE,16-8,7.693888619542122e-06
2,TVAE,16-8,7.621943950653076e-06
2,TVAE,16-8,7.74790532886982e-06
2,TVAE,16-8,7.61798582971096e-06
2,TVAE,16-8,7.58003443479538e-06
2,TVAE,16-8,8.13300721347332e-06
2,TVAE,16-8,1.0597985237836838e-05
2,TVAE,16-8,8.41100700199604e-06
2,TVAE,16-8,2.5633955374360085e-05
2,TVAE,16-8,8.44290480017662e-06
2,TVAE,16-8,7.663853466510773e-06
2,TVAE,16-8,7.627066224813461e-06
2,TVAE,16-8,7.662922143936157e-06
2,TVAE,16-8,7.6089054346084595e-06
2,TVAE,16-8,7.64499418437481e-06
2,TVAE,16-8,7.6000578701496124e-06
2,TVAE,16-8,7.593072950839996e-06
2,TVAE,16-8,7.593072950839996e-06
2,TVAE,16-8,7.585855200886726e-06
2,TVAE,16-8,7.64685682952404e-06
2,TVAE,16-8,7.65291042625904e-06
2,TVAE,16-8,7.6268333941698074e-06
2,TVAE,16-8,7.61193223297596e-06
2,TVAE,16-8,7.64383003115654e-06
2,TVAE,16-8,7.594004273414612e-06
2,TVAE,16-8,7.607974112033844e-06
2,TVAE,16-8,7.634982466697693e-06
2,TVAE,16-8,7.670139893889427e-06
2,TVAE,16-8,7.641967386007309e-06
2,TVAE,16-8,7.601920515298843e-06
2,TVAE,16-8,7.613096386194229e-06
2,TVAE,16-8,7.82497227191925e-06
2,TVAE,16-8,7.66012817621231e-06
2,TVAE,16-8,7.627997547388077e-06
2,TVAE,16-8,7.633119821548462e-06
2,TVAE,16-8,7.642898708581924e-06
2,TVAE,16-8,7.646158337593079e-06
2,TVAE,16-8,7.816124707460403e-06
2,TVAE,16-8,7.684808224439621e-06
2,TVAE,16-8,7.643131539225578e-06
2,TVAE,16-8,7.709022611379623e-06
2,TVAE,16-8,7.604947313666344e-06
2,TVAE,16-8,7.623806595802307e-06
2,TVAE,16-8,7.642898708581924e-06
2,TVAE,16-8,7.597031071782112e-06
2,TVAE,16-8,7.576076313853264e-06
2,TVAE,16-8,7.604015991091728e-06
2,TVAE,16-8,7.627997547388077e-06
2,TVAE,16-8,7.621943950653076e-06
2,TVAE,16-8,7.572118192911148e-06
2,TVAE,16-8,7.636146619915962e-06
2,TVAE,16-8,7.627066224813461e-06
2,TVAE,16-8,7.587950676679611e-06
2,TVAE,16-8,7.64988362789154e-06
2,TVAE,16-8,7.629860192537308e-06
2,TVAE,16-8,7.81286507844925e-06
2,TVAE,16-8,7.638940587639809e-06
2,TVAE,16-8,7.598893716931343e-06
2,TVAE,16-8,7.653143256902695e-06
2,TVAE,16-8,7.597962394356728e-06
2,TVAE,16-8,7.594004273414612e-06
2,TVAE,16-8,7.778173312544823e-06
2,TVAE,16-8,7.726950570940971e-06
2,TVAE,16-8,7.631955668330193e-06
2,TVAE,16-8,7.6249707490205765e-06
2,TVAE,16-8,7.634982466697693e-06
2,TVAE,16-8,7.600989192724228e-06
2,TVAE,16-8,7.743947207927704e-06
2,TVAE,16-8,7.576076313853264e-06
2,TVAE,16-8,7.621012628078461e-06
2,TVAE,16-8,7.61193223297596e-06
2,TVAE,16-8,7.618917152285576e-06
2,TVAE,16-8,7.597031071782112e-06
2,TVAE,16-8,7.685041055083275e-06
2,TVAE,16-8,7.66012817621231e-06
2,TVAE,16-8,7.731840014457703e-06
2,TVAE,16-8,7.65407457947731e-06
2,TVAE,16-8,8.186791092157364e-06
2,TVAE,16-8,7.970025762915611e-06
2,TVAE,16-8,7.692957296967506e-06
2,TVAE,16-8,7.977010682225227e-06
2,TVAE,16-8,7.702037692070007e-06
2,TVAE,16-8,7.71903432905674e-06
2,TVAE,16-8,7.631024345755577e-06
2,TVAE,16-8,7.81286507844925e-06
2,TVAE,16-8,7.611000910401344e-06
2,TVAE,16-8,7.68294557929039e-06
2,TVAE,16-8,7.773051038384438e-06
2,TVAE,16-8,7.676193490624428e-06
2,TVAE,16-8,7.666880264878273e-06
2,TVAE,16-8,7.705064490437508e-06
2,TVAE,16-8,7.734866812825203e-06
2,TVAE,16-8,7.66012817621231e-06
2,TVAE,16-8,7.651979103684425e-06
2,TVAE,16-8,7.68713653087616e-06
2,TVAE,16-8,7.621012628078461e-06
2,TVAE,16-8,7.593072950839996e-06
2,TVAE,16-8,7.587950676679611e-06
2,TVAE,16-8,7.65104778110981e-06
2,TVAE,16-8,7.611000910401344e-06
2,TVAE,16-8,7.824040949344635e-06
2,TVAE,16-8,7.92299397289753e-06
2,TVAE,16-8,7.64499418437481e-06
2,TVAE,16-8,7.594004273414612e-06
2,TVAE,16-8,7.5541902333498e-06
2,TVAE,16-8,7.61193223297596e-06
2,TVAE,16-8,7.590046152472496e-06
2,TVAE,16-8,7.6051801443099976e-06
2,TVAE,16-8,7.6158903539180756e-06
2,TVAE,16-8,7.690861821174622e-06
2,TVAE,16-8,7.5998250395059586e-06
2,TVAE,16-8,7.655005902051926e-06
2,TVAE,16-8,7.629860192537308e-06
2,TVAE,16-8,7.600989192724228e-06
2,TVAE,16-8,7.627066224813461e-06
2,TVAE,16-8,7.612165063619614e-06
2,TVAE,16-8,7.580965757369995e-06
2,TVAE,16-8,7.570954039692879e-06
2,TVAE,16-8,7.612863555550575e-06
2,TVAE,16-8,7.637077942490578e-06
2,TVAE,16-8,7.600989192724228e-06
2,TVAE,16-8,7.648952305316925e-06
2,TVAE,16-8,7.642898708581924e-06
2,TVAE,16-8,7.802154868841171e-06
2,TVAE,16-8,7.675960659980774e-06
2,TVAE,16-8,7.68294557929039e-06
2,TVAE,16-8,7.645227015018463e-06
2,TVAE,16-8,7.607974112033844e-06
2,TVAE,16-8,7.604015991091728e-06
2,TVAE,16-8,1.3048062101006508e-05
2,TVAE,16-8,8.295988664031029e-06
2,TVAE,16-8,7.614027708768845e-06
2,TVAE,16-8,1.0209856554865837e-05
2,TVAE,16-8,7.655005902051926e-06
2,TVAE,16-8,7.6089054346084595e-06
2,TVAE,16-8,7.622875273227692e-06
2,TVAE,16-8,7.57281668484211e-06
2,TVAE,16-8,7.64988362789154e-06
2,TVAE,16-8,7.68899917602539e-06
2,TVAE,16-8,7.6268333941698074e-06
2,TVAE,16-8,7.591908797621727e-06
2,TVAE,16-8,7.635913789272308e-06
2,TVAE,16-8,7.576076313853264e-06
2,TVAE,16-8,7.710885256528854e-06
2,TVAE,16-8,7.609138265252113e-06
2,TVAE,16-8,7.641036063432693e-06
2,TVAE,16-8,7.65407457947731e-06
2,TVAE,16-8,8.097849786281586e-06
2,TVAE,16-8,7.675029337406158e-06
2,TVAE,16-8,7.625902071595192e-06
2,TVAE,16-8,7.619848474860191e-06
2,TVAE,16-8,7.58003443479538e-06
2,TVAE,16-8,7.650116458535194e-06
2,TVAE,16-8,7.587019354104996e-06
2,TVAE,16-8,7.582828402519226e-06
2,TVAE,16-8,7.607974112033844e-06
2,TVAE,16-8,7.594004273414612e-06
2,TVAE,16-8,7.650814950466156e-06
2,TVAE,16-8,7.62217678129673e-06
2,TVAE,16-8,7.634982466697693e-06
2,TVAE,16-8,7.601920515298843e-06
2,TVAE,16-8,7.719965651631355e-06
2,TVAE,16-8,7.621012628078461e-06
2,TVAE,16-8,7.579103112220764e-06
2,TVAE,16-8,7.809139788150787e-06
2,TVAE,16-8,7.68899917602539e-06
2,TVAE,16-8,7.644062861800194e-06
2,TVAE,16-8,7.603783160448074e-06
2,TVAE,16-8,7.607974112033844e-06
2,TVAE,16-8,7.644062861800194e-06
2,TVAE,16-8,7.81589187681675e-06
2,TVAE,16-8,7.629860192537308e-06
2,TVAE,16-8,7.594004273414612e-06
2,TVAE,16-8,7.588183507323265e-06
2,TVAE,16-8,7.635913789272308e-06
2,TVAE,16-8,7.570022717118263e-06
2,TVAE,16-8,7.645925506949425e-06
2,TVAE,16-8,7.588881999254227e-06
2,TVAE,16-8,7.550930604338646e-06
2,TVAE,16-8,7.595866918563843e-06
2,TVAE,16-8,7.588881999254227e-06
2,TVAE,16-8,7.633119821548462e-06
2,TVAE,16-8,7.594004273414612e-06
2,TVAE,16-8,7.6051801443099976e-06
2,TVAE,16-8,7.6089054346084595e-06
2,TVAE,16-8,7.665948942303658e-06
2,TVAE,16-8,7.6268333941698074e-06
2,TVAE,16-8,7.563969120383263e-06
2,TVAE,16-8,7.592141628265381e-06
2,TVAE,16-8,7.602153345942497e-06
2,TVAE,16-8,7.61193223297596e-06
2,TVAE,16-8,7.658032700419426e-06
2,TVAE,16-8,7.591908797621727e-06
2,TVAE,16-8,7.778871804475784e-06
2,TVAE,16-8,7.641967386007309e-06
2,TVAE,16-8,7.64802098274231e-06
2,TVAE,16-8,7.669907063245773e-06
2,TVAE,16-8,7.64802098274231e-06
2,TVAE,16-8,7.5749121606349945e-06
2,TVAE,16-8,7.585855200886726e-06
2,TVAE,16-8,7.634982466697693e-06
2,TVAE,16-8,7.5998250395059586e-06
2,TVAE,16-8,7.576076313853264e-06
2,TVAE,16-8,7.570954039692879e-06
2,TVAE,16-8,7.612165063619614e-06
2,TVAE,16-8,7.61798582971096e-06
2,TVAE,16-8,7.5909774750471115e-06
2,TVAE,16-8,7.57887028157711e-06
2,TVAE,16-8,7.581897079944611e-06
2,TVAE,16-8,7.614027708768845e-06
2,TVAE,16-8,7.597031071782112e-06
2,TVAE,16-8,7.577938959002495e-06
2,TVAE,16-8,7.627997547388077e-06
2,TVAE,16-8,7.6070427894592285e-06
2,TVAE,16-8,7.604015991091728e-06
2,TVAE,16-8,7.795169949531555e-06
2,TVAE,16-8,7.661059498786926e-06
2,TVAE,16-8,7.641036063432693e-06
2,TVAE,16-8,7.64802098274231e-06
2,TVAE,16-8,7.581897079944611e-06
2,TVAE,16-8,7.607974112033844e-06
2,TVAE,16-8,7.627997547388077e-06
2,TVAE,16-8,7.605878636240959e-06
2,TVAE,16-8,7.594935595989227e-06
2,TVAE,16-8,7.641967386007309e-06
2,TVAE,16-8,7.641036063432693e-06
2,TVAE,16-8,7.563969120383263e-06
2,TVAE,16-8,7.570954039692879e-06
2,TVAE,16-8,7.776077836751938e-06
2,TVAE,16-8,7.696915417909622e-06
2,TVAE,16-8,7.614027708768845e-06
2,TVAE,16-8,7.564900442957878e-06
2,TVAE,16-8,7.62217678129673e-06
2,TVAE,16-8,7.627997547388077e-06
2,TVAE,16-8,7.600989192724228e-06
2,TVAE,16-8,7.588881999254227e-06
2,TVAE,16-8,7.639871910214424e-06
2,TVAE,16-8,7.640104740858078e-06
2,TVAE,16-8,7.560942322015762e-06
2,TVAE,16-8,7.745111361145973e-06
2,TVAE,16-8,7.604015991091728e-06
2,TVAE,16-8,7.606111466884613e-06
2,TVAE,16-8,7.58306123316288e-06
2,TVAE,16-8,7.613096386194229e-06
2,TVAE,16-8,7.627066224813461e-06
2,TVAE,16-8,7.621012628078461e-06
2,TVAE,16-8,7.631955668330193e-06
3,TVAE,16-8,1.120101660490036e-05
3,TVAE,16-8,8.64383764564991e-06
3,TVAE,16-8,8.424976840615273e-06
3,TVAE,16-8,8.412869647145271e-06
3,TVAE,16-8,8.394941687583923e-06
3,TVAE,16-8,1.794402487576008e-05
3,TVAE,16-8,8.650124073028564e-06
3,TVAE,16-8,8.47899354994297e-06
3,TVAE,16-8,8.449889719486237e-06
3,TVAE,16-8,8.419854566454887e-06
3,TVAE,16-8,8.416129276156425e-06
3,TVAE,16-8,8.400063961744308e-06
3,TVAE,16-8,1.0950956493616104e-05
3,TVAE,16-8,8.47596675157547e-06
3,TVAE,16-8,8.463859558105469e-06
3,TVAE,16-8,8.735107257962227e-06
3,TVAE,16-8,8.434988558292389e-06
3,TVAE,16-8,8.434988558292389e-06
3,TVAE,16-8,8.435919880867004e-06
3,TVAE,16-8,8.41100700199604e-06
3,TVAE,16-8,8.454080671072006e-06
3,TVAE,16-8,8.461996912956238e-06
3,TVAE,16-8,8.421018719673157e-06
3,TVAE,16-8,8.467119187116623e-06
3,TVAE,16-8,8.446862921118736e-06
3,TVAE,16-8,8.464790880680084e-06
3,TVAE,16-8,8.455011993646622e-06
3,TVAE,16-8,8.417991921305656e-06
3,TVAE,16-8,8.441973477602005e-06
3,TVAE,16-8,8.387025445699692e-06
3,TVAE,16-8,8.377945050597191e-06
3,TVAE,16-8,8.390052244067192e-06
3,TVAE,16-8,8.44406895339489e-06
3,TVAE,16-8,8.423114195466042e-06
3,TVAE,16-8,8.407048881053925e-06
3,TVAE,16-8,8.451053872704506e-06
3,TVAE,16-8,8.45012255012989e-06
3,TVAE,16-8,8.391914889216423e-06
3,TVAE,16-8,8.638948202133179e-06
3,TVAE,16-8,8.458038792014122e-06
3,TVAE,16-8,8.378177881240845e-06
3,TVAE,16-8,8.40495340526104e-06
3,TVAE,16-8,8.429866284132004e-06
3,TVAE,16-8,8.397037163376808e-06
3,TVAE,16-8,8.415896445512772e-06
3,TVAE,16-8,8.553965017199516e-06
3,TVAE,16-8,8.475035429000854e-06
3,TVAE,16-8,8.533010259270668e-06
3,TVAE,16-8,8.437084034085274e-06
3,TVAE,16-8,8.409842848777771e-06
3,TVAE,16-8,8.441973477602005e-06
3,TVAE,16-8,8.387956768274307e-06
3,TVAE,16-8,8.390052244067192e-06
3,TVAE,16-8,8.403090760111809e-06
3,TVAE,16-8,8.415896445512772e-06
3,TVAE,16-8,8.424976840615273e-06
3,TVAE,16-8,8.420087397098541e-06
3,TVAE,16-8,8.417991921305656e-06
3,TVAE,16-8,8.385861292481422e-06
3,TVAE,16-8,8.348142728209496e-06
3,TVAE,16-8,8.624047040939331e-06
3,TVAE,16-8,8.453847840428352e-06
3,TVAE,16-8,8.353963494300842e-06
3,TVAE,16-8,8.357921615242958e-06
3,TVAE,16-8,8.369097486138344e-06
3,TVAE,16-8,8.37305560708046e-06
3,TVAE,16-8,8.392846211791039e-06
3,TVAE,16-8,8.387025445699692e-06
3,TVAE,16-8,8.41403380036354e-06
3,TVAE,16-8,8.437084034085274e-06
3,TVAE,16-8,8.40192660689354e-06
3,TVAE,16-8,8.441973477602005e-06
3,TVAE,16-8,8.45314934849739e-06
3,TVAE,16-8,8.41403380036354e-06
3,TVAE,16-8,8.382834494113922e-06
3,TVAE,16-8,8.431030437350273e-06
3,TVAE,16-8,8.452916517853737e-06
3,TVAE,16-8,8.40495340526104e-06
3,TVAE,16-8,8.423114195466042e-06
3,TVAE,16-8,8.43079760670662e-06
3,TVAE,16-8,8.428934961557388e-06
3,TVAE,16-8,8.40192660689354e-06
3,TVAE,16-8,8.497154340147972e-06
3,TVAE,16-8,8.417060598731041e-06
3,TVAE,16-8,8.664093911647797e-06
3,TVAE,16-8,8.377013728022575e-06
3,TVAE,16-8,8.382834494113922e-06
3,TVAE,16-8,8.415896445512772e-06
3,TVAE,16-8,8.360948413610458e-06
3,TVAE,16-8,8.335104212164879e-06
3,TVAE,16-8,8.397968485951424e-06
3,TVAE,16-8,8.472008630633354e-06
3,TVAE,16-8,8.37491825222969e-06
3,TVAE,16-8,8.474104106426239e-06
3,TVAE,16-8,8.428003638982773e-06
3,TVAE,16-8,8.359784260392189e-06
3,TVAE,16-8,8.377013728022575e-06
3,TVAE,16-8,8.445000275969505e-06
3,TVAE,16-8,8.492032065987587e-06
3,TVAE,16-8,8.436152711510658e-06
3,TVAE,16-8,8.436152711510658e-06
3,TVAE,16-8,8.492032065987587e-06
3,TVAE,16-8,8.44406895339489e-06
3,TVAE,16-8,8.38213600218296e-06
3,TVAE,16-8,8.420087397098541e-06
3,TVAE,16-8,8.411938324570656e-06
3,TVAE,16-8,8.434988558292389e-06
3,TVAE,16-8,8.61193984746933e-06
3,TVAE,16-8,8.603092283010483e-06
3,TVAE,16-8,8.403090760111809e-06
3,TVAE,16-8,8.37305560708046e-06
3,TVAE,16-8,8.38213600218296e-06
3,TVAE,16-8,8.378876373171806e-06
3,TVAE,16-8,8.346978574991226e-06
3,TVAE,16-8,8.395873010158539e-06
3,TVAE,16-8,8.400063961744308e-06
3,TVAE,16-8,8.397037163376808e-06
3,TVAE,16-8,2.9111048206686974e-05
3,TVAE,16-8,2.8798123821616173e-05
3,TVAE,16-8,2.858322113752365e-05
3,TVAE,16-8,2.839602530002594e-05
3,TVAE,16-8,2.8681010007858276e-05
3,TVAE,16-8,2.857600338757038e-05
3,TVAE,16-8,4.560593515634537e-05
3,TVAE,16-8,8.729053661227226e-06
3,TVAE,16-8,2.042599953711033e-05
3,TVAE,16-8,8.803792297840118e-06
3,TVAE,16-8,1.6978010535240173e-05
3,TVAE,16-8,8.648959919810295e-06
3,TVAE,16-8,8.400995284318924e-06
3,TVAE,16-8,8.81892628967762e-06
3,TVAE,16-8,8.472008630633354e-06
3,TVAE,16-8,8.478062227368355e-06
3,TVAE,16-8,8.421950042247772e-06
3,TVAE,16-8,8.406117558479309e-06
3,TVAE,16-8,8.424976840615273e-06
3,TVAE,16-8,8.402857929468155e-06
3,TVAE,16-8,8.400995284318924e-06
3,TVAE,16-8,8.465955033898354e-06
3,TVAE,16-8,8.40681605041027e-06
3,TVAE,16-8,1.0573072358965874e-05
3,TVAE,16-8,8.468981832265854e-06
3,TVAE,16-8,8.402857929468155e-06
3,TVAE,16-8,8.404022082686424e-06
3,TVAE,16-8,8.370960131287575e-06
3,TVAE,16-8,8.409842848777771e-06
3,TVAE,16-8,8.389120921492577e-06
3,TVAE,16-8,8.432893082499504e-06
3,TVAE,16-8,8.41100700199604e-06
3,TVAE,16-8,8.421018719673157e-06
3,TVAE,16-8,8.43079760670662e-06
3,TVAE,16-8,8.390052244067192e-06
3,TVAE,16-8,8.71601514518261e-06
3,TVAE,16-8,8.434057235717773e-06
3,TVAE,16-8,8.41403380036354e-06
3,TVAE,16-8,8.399831131100655e-06
3,TVAE,16-8,8.455011993646622e-06
3,TVAE,16-8,8.429167792201042e-06
3,TVAE,16-8,8.37910920381546e-06
3,TVAE,16-8,8.429866284132004e-06
3,TVAE,16-8,8.381903171539307e-06
3,TVAE,16-8,8.36886465549469e-06
3,TVAE,16-8,8.43987800180912e-06
3,TVAE,16-8,8.458970114588737e-06
