Model,Architecture,Device,Time_seconds
TVAE,"(16, 8)",CPU,0.2537
TVAE,"(16, 8)",CPU,0.3628
TVAE,"(16, 8)",CPU,0.2912
TVAE,"(16, 8)",CPU,0.3001
TVAE,"(16, 8)",CPU,0.2936
TVAE,"(16, 8)",CPU,0.3173
TVAE,"(16, 8)",CPU,0.3002
TVAE,"(16, 8)",CPU,0.2968
TVAE,"(16, 8)",CPU,0.2949
TVAE,"(16, 8)",CPU,0.2934
TVAE,"(16, 8)",CPU,0.348
TVAE,"(16, 8)",CPU,0.3334
TVAE,"(16, 8)",CPU,0.2969
TVAE,"(16, 8)",CPU,0.3016
TVAE,"(16, 8)",CPU,0.3916
TVAE,"(16, 8)",CPU,0.2914
TVAE,"(16, 8)",CPU,0.3017
TVAE,"(16, 8)",CPU,0.2919
TVAE,"(16, 8)",CPU,0.2999
TVAE,"(16, 8)",CPU,0.3771
TVAE,"(16, 8)",CPU,0.3301
TVAE,"(16, 8)",CPU,0.2445
TVAE,"(16, 8)",CPU,0.2985
TVAE,"(16, 8)",CPU,0.3043
TVAE,"(16, 8)",CPU,0.3508
TVAE,"(16, 8)",CPU,0.2586
TVAE,"(16, 8)",CPU,0.3218
TVAE,"(16, 8)",CPU,0.3701
TVAE,"(16, 8)",CPU,0.329
TVAE,"(16, 8)",CPU,0.3075
TVAE,"(16, 8)",CPU,0.3473
TVAE,"(16, 8)",CPU,0.2612
TVAE,"(16, 8)",CPU,0.4031
TVAE,"(16, 8)",CPU,0.3433
TVAE,"(16, 8)",CPU,0.3854
TVAE,"(16, 8)",CPU,0.2861
TVAE,"(16, 8)",CPU,0.3315
TVAE,"(16, 8)",CPU,0.3547
TVAE,"(16, 8)",CPU,0.6774
TVAE,"(16, 8)",CPU,0.4939
TVAE,"(16, 8)",CPU,0.4231
TVAE,"(16, 8)",CPU,0.4809
TVAE,"(16, 8)",CPU,0.4262
TVAE,"(16, 8)",CPU,0.4091
TVAE,"(16, 8)",CPU,0.4213
TVAE,"(16, 8)",CPU,0.4096
TVAE,"(16, 8)",CPU,0.2447
TVAE,"(16, 8)",CPU,0.2606
TVAE,"(16, 8)",CPU,0.3136
TVAE,"(16, 8)",CPU,0.3119
TVAE,"(16, 8)",CPU,0.301
TVAE,"(16, 8)",CPU,0.3025
TVAE,"(16, 8)",CPU,0.4645
TVAE,"(16, 8)",CPU,0.3948
TVAE,"(16, 8)",CPU,0.3425
TVAE,"(16, 8)",CPU,0.3668
TVAE,"(16, 8)",CPU,0.3043
TVAE,"(16, 8)",CPU,0.3341
TVAE,"(16, 8)",CPU,0.4062
TVAE,"(16, 8)",CPU,0.4089
TVAE,"(16, 8)",CPU,0.2528
TVAE,"(16, 8)",CPU,0.3384
TVAE,"(16, 8)",CPU,0.4159
TVAE,"(16, 8)",CPU,0.3115
TVAE,"(16, 8)",CPU,0.4452
TVAE,"(16, 8)",CPU,0.3168
TVAE,"(16, 8)",CPU,0.3775
TVAE,"(16, 8)",CPU,0.3975
TVAE,"(16, 8)",CPU,0.3986
TVAE,"(16, 8)",CPU,0.4362
TVAE,"(16, 8)",CPU,0.4439
TVAE,"(16, 8)",CPU,0.4332
TVAE,"(16, 8)",CPU,0.4983
TVAE,"(16, 8)",CPU,0.3353
TVAE,"(16, 8)",CPU,0.4586
TVAE,"(16, 8)",CPU,0.3556
TVAE,"(16, 8)",CPU,0.4722
TVAE,"(16, 8)",CPU,0.3182
TVAE,"(16, 8)",CPU,0.3549
TVAE,"(16, 8)",CPU,0.4099
TVAE,"(16, 8)",CPU,0.4828
TVAE,"(16, 8)",CPU,0.428
TVAE,"(16, 8)",CPU,0.3748
TVAE,"(16, 8)",CPU,0.3461
TVAE,"(16, 8)",CPU,0.383
TVAE,"(16, 8)",CPU,0.3987
TVAE,"(16, 8)",CPU,0.4695
TVAE,"(16, 8)",CPU,0.327
TVAE,"(16, 8)",CPU,0.2929
TVAE,"(16, 8)",CPU,0.2767
TVAE,"(16, 8)",CPU,0.3977
TVAE,"(16, 8)",CPU,0.4512
TVAE,"(16, 8)",CPU,0.3678
TVAE,"(16, 8)",CPU,0.4633
TVAE,"(16, 8)",CPU,0.2981
TVAE,"(16, 8)",CPU,0.2879
TVAE,"(16, 8)",CPU,0.2954
TVAE,"(16, 8)",CPU,0.2526
TVAE,"(16, 8)",CPU,0.3916
TVAE,"(16, 8)",CPU,0.2977
TVAE,"(16, 8)",CPU,0.2973
TVAE,"(16, 8)",CPU,0.2501
TVAE,"(16, 8)",CPU,0.3327
TVAE,"(16, 8)",CPU,0.2905
TVAE,"(16, 8)",CPU,0.2922
TVAE,"(16, 8)",CPU,0.3053
TVAE,"(16, 8)",CPU,0.2761
TVAE,"(16, 8)",CPU,0.3357
TVAE,"(16, 8)",CPU,0.2885
TVAE,"(16, 8)",CPU,0.259
TVAE,"(16, 8)",CPU,0.2414
TVAE,"(16, 8)",CPU,0.2514
TVAE,"(16, 8)",CPU,0.3078
TVAE,"(16, 8)",CPU,0.301
TVAE,"(16, 8)",CPU,0.363
TVAE,"(16, 8)",CPU,0.2648
TVAE,"(16, 8)",CPU,0.259
TVAE,"(16, 8)",CPU,0.2916
TVAE,"(16, 8)",CPU,0.2886
TVAE,"(16, 8)",CPU,0.2999
TVAE,"(16, 8)",CPU,0.2632
TVAE,"(16, 8)",CPU,0.2765
TVAE,"(16, 8)",CPU,0.3032
TVAE,"(16, 8)",CPU,0.3712
TVAE,"(16, 8)",CPU,0.3207
TVAE,"(16, 8)",CPU,0.2997
TVAE,"(16, 8)",CPU,0.4203
TVAE,"(16, 8)",CPU,0.2446
TVAE,"(16, 8)",CPU,0.3413
TVAE,"(16, 8)",CPU,0.2672
TVAE,"(16, 8)",CPU,0.2697
TVAE,"(16, 8)",CPU,0.2863
TVAE,"(16, 8)",CPU,0.2119
TVAE,"(16, 8)",CPU,0.2365
TVAE,"(16, 8)",CPU,0.3872
TVAE,"(16, 8)",CPU,0.3095
TVAE,"(16, 8)",CPU,0.2617
TVAE,"(16, 8)",CPU,0.288
TVAE,"(16, 8)",CPU,0.3499
TVAE,"(16, 8)",CPU,0.2613
TVAE,"(16, 8)",CPU,0.2802
TVAE,"(16, 8)",CPU,0.2421
TVAE,"(16, 8)",CPU,0.2694
TVAE,"(16, 8)",CPU,0.2904
TVAE,"(16, 8)",CPU,0.2316
TVAE,"(16, 8)",CPU,0.2421
TVAE,"(16, 8)",CPU,0.2651
TVAE,"(16, 8)",CPU,0.2758
TVAE,"(16, 8)",CPU,0.3065
TVAE,"(16, 8)",CPU,0.2455
TVAE,"(16, 8)",CPU,0.2903
TVAE,"(16, 8)",CPU,0.2948
TVAE,"(16, 8)",CPU,0.3809
TVAE,"(16, 8)",CPU,0.2729
TVAE,"(16, 8)",CPU,0.2561
TVAE,"(16, 8)",CPU,0.3785
TVAE,"(16, 8)",CPU,0.406
TVAE,"(16, 8)",CPU,0.4736
TVAE,"(16, 8)",CPU,0.2744
TVAE,"(16, 8)",CPU,0.2921
TVAE,"(16, 8)",CPU,0.3032
TVAE,"(16, 8)",CPU,0.272
TVAE,"(16, 8)",CPU,0.3135
TVAE,"(16, 8)",CPU,0.281
TVAE,"(16, 8)",CPU,0.2924
TVAE,"(16, 8)",CPU,0.2695
TVAE,"(16, 8)",CPU,0.228
TVAE,"(16, 8)",CPU,0.3518
TVAE,"(16, 8)",CPU,0.2825
TVAE,"(16, 8)",CPU,0.406
TVAE,"(16, 8)",CPU,0.2776
TVAE,"(16, 8)",CPU,0.255
TVAE,"(16, 8)",CPU,0.3716
TVAE,"(16, 8)",CPU,0.2361
TVAE,"(16, 8)",CPU,0.3129
TVAE,"(16, 8)",CPU,0.2974
TVAE,"(16, 8)",CPU,0.2307
TVAE,"(16, 8)",CPU,0.3361
TVAE,"(16, 8)",CPU,0.3083
TVAE,"(16, 8)",CPU,0.3015
TVAE,"(16, 8)",CPU,0.3055
TVAE,"(16, 8)",CPU,0.2361
TVAE,"(16, 8)",CPU,0.3436
TVAE,"(16, 8)",CPU,0.235
TVAE,"(16, 8)",CPU,0.284
TVAE,"(16, 8)",CPU,0.3449
TVAE,"(16, 8)",CPU,0.2418
TVAE,"(16, 8)",CPU,0.2349
TVAE,"(16, 8)",CPU,0.3105
TVAE,"(16, 8)",CPU,0.2621
TVAE,"(16, 8)",CPU,0.249
TVAE,"(16, 8)",CPU,0.227
TVAE,"(16, 8)",CPU,0.239
TVAE,"(16, 8)",CPU,0.2433
TVAE,"(16, 8)",CPU,0.2306
TVAE,"(16, 8)",CPU,0.2416
TVAE,"(16, 8)",CPU,0.3691
TVAE,"(16, 8)",CPU,0.2726
TVAE,"(16, 8)",CPU,0.243
TVAE,"(16, 8)",CPU,0.2996
TVAE,"(16, 8)",CPU,0.2441
TVAE,"(16, 8)",CPU,0.3108
TVAE,"(16, 8)",CPU,0.31
TVAE,"(16, 8)",CPU,0.2258
TVAE,"(16, 8)",CPU,0.2868
TVAE,"(16, 8)",CPU,0.2485
TVAE,"(16, 8)",CPU,0.3048
TVAE,"(16, 8)",CPU,0.2611
TVAE,"(16, 8)",CPU,0.307
TVAE,"(16, 8)",CPU,0.2918
TVAE,"(16, 8)",CPU,0.2492
TVAE,"(16, 8)",CPU,0.2378
TVAE,"(16, 8)",CPU,0.2401
TVAE,"(16, 8)",CPU,0.3374
TVAE,"(16, 8)",CPU,0.2968
TVAE,"(16, 8)",CPU,0.3447
TVAE,"(16, 8)",CPU,0.2951
TVAE,"(16, 8)",CPU,0.2608
TVAE,"(16, 8)",CPU,0.2735
TVAE,"(16, 8)",CPU,0.3474
TVAE,"(16, 8)",CPU,0.4057
TVAE,"(16, 8)",CPU,0.3907
TVAE,"(16, 8)",CPU,0.3671
TVAE,"(16, 8)",CPU,0.2725
TVAE,"(16, 8)",CPU,0.3909
TVAE,"(16, 8)",CPU,0.2559
TVAE,"(16, 8)",CPU,0.2448
TVAE,"(16, 8)",CPU,0.2831
TVAE,"(16, 8)",CPU,0.2973
TVAE,"(16, 8)",CPU,0.3006
TVAE,"(16, 8)",CPU,0.2515
TVAE,"(16, 8)",CPU,0.2924
TVAE,"(16, 8)",CPU,0.2529
TVAE,"(16, 8)",CPU,0.2727
TVAE,"(16, 8)",CPU,0.318
TVAE,"(16, 8)",CPU,0.2125
TVAE,"(16, 8)",CPU,0.3183
TVAE,"(16, 8)",CPU,0.3317
TVAE,"(16, 8)",CPU,0.3099
TVAE,"(16, 8)",CPU,0.3176
TVAE,"(16, 8)",CPU,0.4959
TVAE,"(16, 8)",CPU,0.375
TVAE,"(16, 8)",CPU,0.5236
TVAE,"(16, 8)",CPU,0.3677
TVAE,"(16, 8)",CPU,0.2595
TVAE,"(16, 8)",CPU,0.3977
TVAE,"(16, 8)",CPU,0.3393
TVAE,"(16, 8)",CPU,0.3219
TVAE,"(16, 8)",CPU,0.2847
TVAE,"(16, 8)",CPU,0.3225
TVAE,"(16, 8)",CPU,0.314
TVAE,"(16, 8)",CPU,0.3183
TVAE,"(16, 8)",CPU,0.2554
TVAE,"(16, 8)",CPU,0.262
TVAE,"(16, 8)",CPU,0.2582
TVAE,"(16, 8)",CPU,0.3024
TVAE,"(16, 8)",CPU,0.4857
TVAE,"(16, 8)",CPU,0.3748
TVAE,"(16, 8)",CPU,0.3149
TVAE,"(16, 8)",CPU,0.2711
TVAE,"(16, 8)",CPU,0.262
TVAE,"(16, 8)",CPU,0.3246
TVAE,"(16, 8)",CPU,0.3168
TVAE,"(16, 8)",CPU,0.4641
TVAE,"(16, 8)",CPU,0.221
TVAE,"(16, 8)",CPU,0.2186
TVAE,"(16, 8)",CPU,0.2173
TVAE,"(16, 8)",CPU,0.2225
TVAE,"(16, 8)",CPU,0.2094
TVAE,"(16, 8)",CPU,0.2069
TVAE,"(16, 8)",CPU,0.21
TVAE,"(16, 8)",CPU,0.2093
TVAE,"(16, 8)",CPU,0.2089
TVAE,"(16, 8)",CPU,0.2034
TVAE,"(16, 8)",CPU,0.2076
TVAE,"(16, 8)",CPU,0.2074
TVAE,"(16, 8)",CPU,0.2078
TVAE,"(16, 8)",CPU,0.206
TVAE,"(16, 8)",CPU,0.2057
TVAE,"(16, 8)",CPU,0.175
TVAE,"(16, 8)",CPU,0.2483
TVAE,"(16, 8)",CPU,0.1863
TVAE,"(16, 8)",CPU,0.1919
TVAE,"(16, 8)",CPU,0.1801
TVAE,"(16, 8)",CPU,0.2038
TVAE,"(16, 8)",CPU,0.233
TVAE,"(16, 8)",CPU,0.1726
TVAE,"(16, 8)",CPU,0.2032
TVAE,"(16, 8)",CPU,0.1717
TVAE,"(16, 8)",CPU,0.2509
TVAE,"(16, 8)",CPU,0.1737
TVAE,"(16, 8)",CPU,0.2226
TVAE,"(16, 8)",CPU,0.1756
TVAE,"(16, 8)",CPU,0.1711
TVAE,"(16, 8)",CPU,0.1715
TVAE,"(16, 8)",CPU,0.1761
TVAE,"(16, 8)",CPU,0.1717
TVAE,"(16, 8)",CPU,0.1727
TVAE,"(16, 8)",CPU,0.2218
TVAE,"(16, 8)",CPU,0.1935
TVAE,"(16, 8)",CPU,0.1915
TVAE,"(16, 8)",CPU,0.197
TVAE,"(16, 8)",CPU,0.206
TVAE,"(16, 8)",CPU,0.2205
TVAE,"(16, 8)",CPU,0.2194
TVAE,"(16, 8)",CPU,0.1981
TVAE,"(16, 8)",CPU,0.2079
TVAE,"(16, 8)",CPU,0.207
TVAE,"(16, 8)",CPU,0.1702
TVAE,"(16, 8)",CPU,0.2057
TVAE,"(16, 8)",CPU,0.1909
TVAE,"(16, 8)",CPU,0.1779
TVAE,"(16, 8)",CPU,0.2035
TVAE,"(16, 8)",CPU,0.1899
TVAE,"(16, 8)",CPU,0.1915
TVAE,"(16, 8)",CPU,0.2201
TVAE,"(16, 8)",CPU,0.1739
TVAE,"(16, 8)",CPU,0.1714
TVAE,"(16, 8)",CPU,0.1708
TVAE,"(16, 8)",CPU,0.1732
TVAE,"(16, 8)",CPU,0.1702
TVAE,"(16, 8)",CPU,0.17
TVAE,"(16, 8)",CPU,0.1708
TVAE,"(16, 8)",CPU,0.1757
TVAE,"(16, 8)",CPU,0.1706
TVAE,"(16, 8)",CPU,0.1737
TVAE,"(16, 8)",CPU,0.1735
TVAE,"(16, 8)",CPU,0.1707
TVAE,"(16, 8)",CPU,0.183
TVAE,"(16, 8)",CPU,0.1718
TVAE,"(16, 8)",CPU,0.2107
TVAE,"(16, 8)",CPU,0.1876
TVAE,"(16, 8)",CPU,0.1779
TVAE,"(16, 8)",CPU,0.1927
TVAE,"(16, 8)",CPU,0.1808
TVAE,"(16, 8)",CPU,0.1906
TVAE,"(16, 8)",CPU,0.2017
TVAE,"(16, 8)",CPU,0.1777
TVAE,"(16, 8)",CPU,0.1734
TVAE,"(16, 8)",CPU,0.1808
TVAE,"(16, 8)",CPU,0.1848
TVAE,"(16, 8)",CPU,0.1835
TVAE,"(16, 8)",CPU,0.1855
TVAE,"(16, 8)",CPU,0.1821
TVAE,"(16, 8)",CPU,0.1736
TVAE,"(16, 8)",CPU,0.2261
TVAE,"(16, 8)",CPU,0.1743
TVAE,"(16, 8)",CPU,0.1714
TVAE,"(16, 8)",CPU,0.1767
TVAE,"(16, 8)",CPU,0.1745
TVAE,"(16, 8)",CPU,0.1758
TVAE,"(16, 8)",CPU,0.1759
TVAE,"(16, 8)",CPU,0.2012
TVAE,"(16, 8)",CPU,0.1738
TVAE,"(16, 8)",CPU,0.2047
TVAE,"(16, 8)",CPU,0.205
TVAE,"(16, 8)",CPU,0.2055
TVAE,"(16, 8)",CPU,0.2049
TVAE,"(16, 8)",CPU,0.2045
TVAE,"(16, 8)",CPU,0.2026
TVAE,"(16, 8)",CPU,0.203
TVAE,"(16, 8)",CPU,0.2054
TVAE,"(16, 8)",CPU,0.2034
TVAE,"(16, 8)",CPU,0.2028
TVAE,"(16, 8)",CPU,0.2061
TVAE,"(16, 8)",CPU,0.2086
TVAE,"(16, 8)",CPU,0.207
TVAE,"(16, 8)",CPU,0.2805
TVAE,"(16, 8)",CPU,0.2855
TVAE,"(16, 8)",CPU,0.2245
TVAE,"(16, 8)",CPU,0.2716
TVAE,"(16, 8)",CPU,0.2264
TVAE,"(16, 8)",CPU,0.2555
TVAE,"(16, 8)",CPU,0.2828
TVAE,"(16, 8)",CPU,0.2459
TVAE,"(16, 8)",CPU,0.2518
TVAE,"(16, 8)",CPU,0.2539
TVAE,"(16, 8)",CPU,0.3187
TVAE,"(16, 8)",CPU,0.2899
TVAE,"(16, 8)",CPU,0.2591
TVAE,"(16, 8)",CPU,0.2803
TVAE,"(16, 8)",CPU,0.2661
TVAE,"(16, 8)",CPU,0.2152
TVAE,"(16, 8)",CPU,0.2063
TVAE,"(16, 8)",CPU,0.2048
TVAE,"(16, 8)",CPU,0.2054
TVAE,"(16, 8)",CPU,0.2049
TVAE,"(16, 8)",CPU,0.2075
TVAE,"(16, 8)",CPU,0.2061
TVAE,"(16, 8)",CPU,0.2039
TVAE,"(16, 8)",CPU,0.2059
TVAE,"(16, 8)",CPU,0.2035
TVAE,"(16, 8)",CPU,0.2039
TVAE,"(16, 8)",CPU,0.2057
TVAE,"(16, 8)",CPU,0.2037
TVAE,"(16, 8)",CPU,0.2035
TVAE,"(16, 8)",CPU,0.2046
TVAE,"(16, 8)",CPU,0.2035
TVAE,"(16, 8)",CPU,0.2027
TVAE,"(16, 8)",CPU,0.2035
TVAE,"(16, 8)",CPU,0.2043
TVAE,"(16, 8)",CPU,0.2073
TVAE,"(16, 8)",CPU,0.2037
TVAE,"(16, 8)",CPU,0.2037
TVAE,"(16, 8)",CPU,0.2078
TVAE,"(16, 8)",CPU,0.2085
TVAE,"(16, 8)",CPU,0.2047
TVAE,"(16, 8)",CPU,0.2051
TVAE,"(16, 8)",CPU,0.2044
TVAE,"(16, 8)",CPU,0.2049
TVAE,"(16, 8)",CPU,0.2034
TVAE,"(16, 8)",CPU,0.2038
TVAE,"(16, 8)",CPU,0.2057
TVAE,"(16, 8)",CPU,0.2043
TVAE,"(16, 8)",CPU,0.2037
TVAE,"(16, 8)",CPU,0.2054
TVAE,"(16, 8)",CPU,0.2151
TVAE,"(16, 8)",CPU,0.2278
TVAE,"(16, 8)",CPU,0.2118
TVAE,"(16, 8)",CPU,0.2445
TVAE,"(16, 8)",CPU,0.3035
TVAE,"(16, 8)",CPU,0.2477
TVAE,"(16, 8)",CPU,0.3019
TVAE,"(16, 8)",CPU,0.2207
TVAE,"(16, 8)",CPU,0.2355
TVAE,"(16, 8)",CPU,0.2255
TVAE,"(16, 8)",CPU,0.2255
TVAE,"(16, 8)",CPU,0.2742
TVAE,"(16, 8)",CPU,0.1742
TVAE,"(16, 8)",CPU,0.1743
TVAE,"(16, 8)",CPU,0.1802
TVAE,"(16, 8)",CPU,0.1715
TVAE,"(16, 8)",CPU,0.185
TVAE,"(16, 8)",CPU,0.1929
TVAE,"(16, 8)",CPU,0.1728
TVAE,"(16, 8)",CPU,0.1751
TVAE,"(16, 8)",CPU,0.1737
TVAE,"(16, 8)",CPU,0.1713
TVAE,"(16, 8)",CPU,0.2064
TVAE,"(16, 8)",CPU,0.171
TVAE,"(16, 8)",CPU,0.1703
TVAE,"(16, 8)",CPU,0.1731
TVAE,"(16, 8)",CPU,0.1722
TVAE,"(16, 8)",CPU,0.1747
TVAE,"(16, 8)",CPU,0.1776
TVAE,"(16, 8)",CPU,0.1715
TVAE,"(16, 8)",CPU,0.1723
TVAE,"(16, 8)",CPU,0.2054
TVAE,"(16, 8)",CPU,0.1748
TVAE,"(16, 8)",CPU,0.174
TVAE,"(16, 8)",CPU,0.1751
TVAE,"(16, 8)",CPU,0.1754
TVAE,"(16, 8)",CPU,0.1752
TVAE,"(16, 8)",CPU,0.2075
TVAE,"(16, 8)",CPU,0.1686
TVAE,"(16, 8)",CPU,0.2025
TVAE,"(16, 8)",CPU,0.203
TVAE,"(16, 8)",CPU,0.2026
TVAE,"(16, 8)",CPU,0.2013
TVAE,"(16, 8)",CPU,0.203
TVAE,"(16, 8)",CPU,0.2043
TVAE,"(16, 8)",CPU,0.2023
TVAE,"(16, 8)",CPU,0.2036
TVAE,"(16, 8)",CPU,0.2022
TVAE,"(16, 8)",CPU,0.2026
TVAE,"(16, 8)",CPU,0.2036
TVAE,"(16, 8)",CPU,0.2026
TVAE,"(16, 8)",CPU,0.2037
TVAE,"(16, 8)",CPU,0.2032
TVAE,"(16, 8)",CPU,0.2027
TVAE,"(16, 8)",CPU,0.203
TVAE,"(16, 8)",CPU,0.2033
TVAE,"(16, 8)",CPU,0.2036
TVAE,"(16, 8)",CPU,0.2029
