Model,Architecture,Device,Time_seconds
TVAE,"(64, 32)",CPU,0.049
TVAE,"(64, 32)",CPU,0.0534
TVAE,"(64, 32)",CPU,0.0435
TVAE,"(64, 32)",CPU,0.0307
TVAE,"(64, 32)",CPU,0.0303
TVAE,"(64, 32)",CPU,0.0331
TVAE,"(64, 32)",CPU,0.0335
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0327
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0396
TVAE,"(64, 32)",CPU,0.0366
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0329
TVAE,"(64, 32)",CPU,0.0314
TVAE,"(64, 32)",CPU,0.0327
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0329
TVAE,"(64, 32)",CPU,0.0327
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0331
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0326
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.0408
TVAE,"(64, 32)",CPU,0.0435
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0318
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.034
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.033
TVAE,"(64, 32)",CPU,0.0301
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0326
TVAE,"(64, 32)",CPU,0.0318
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.043
TVAE,"(64, 32)",CPU,0.0429
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0341
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0318
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0327
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0314
TVAE,"(64, 32)",CPU,0.0313
TVAE,"(64, 32)",CPU,0.0335
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0312
TVAE,"(64, 32)",CPU,0.0315
TVAE,"(64, 32)",CPU,0.0312
TVAE,"(64, 32)",CPU,0.0318
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0352
TVAE,"(64, 32)",CPU,0.0318
TVAE,"(64, 32)",CPU,0.0326
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0329
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0315
TVAE,"(64, 32)",CPU,0.0315
TVAE,"(64, 32)",CPU,0.0405
TVAE,"(64, 32)",CPU,0.043
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.036
TVAE,"(64, 32)",CPU,0.0326
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0327
TVAE,"(64, 32)",CPU,0.0344
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0326
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0326
TVAE,"(64, 32)",CPU,0.0325
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0326
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0428
TVAE,"(64, 32)",CPU,0.0342
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.0311
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.0304
TVAE,"(64, 32)",CPU,0.0286
TVAE,"(64, 32)",CPU,0.0285
TVAE,"(64, 32)",CPU,0.029
TVAE,"(64, 32)",CPU,0.0298
TVAE,"(64, 32)",CPU,0.0313
TVAE,"(64, 32)",CPU,0.0297
TVAE,"(64, 32)",CPU,0.0302
TVAE,"(64, 32)",CPU,0.0292
TVAE,"(64, 32)",CPU,0.0284
TVAE,"(64, 32)",CPU,0.029
TVAE,"(64, 32)",CPU,0.0288
TVAE,"(64, 32)",CPU,0.0355
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.031
TVAE,"(64, 32)",CPU,0.0315
TVAE,"(64, 32)",CPU,0.0314
TVAE,"(64, 32)",CPU,0.0313
TVAE,"(64, 32)",CPU,0.0339
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.0332
TVAE,"(64, 32)",CPU,0.0348
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.034
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0329
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.043
TVAE,"(64, 32)",CPU,0.0378
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.0305
TVAE,"(64, 32)",CPU,0.0307
TVAE,"(64, 32)",CPU,0.0345
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.037
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0328
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0317
TVAE,"(64, 32)",CPU,0.0318
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.032
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0321
TVAE,"(64, 32)",CPU,0.0324
TVAE,"(64, 32)",CPU,0.0323
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0326
TVAE,"(64, 32)",CPU,0.0317
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0426
TVAE,"(64, 32)",CPU,0.038
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0319
TVAE,"(64, 32)",CPU,0.0299
TVAE,"(64, 32)",CPU,0.0301
TVAE,"(64, 32)",CPU,0.0292
TVAE,"(64, 32)",CPU,0.0303
TVAE,"(64, 32)",CPU,0.0296
TVAE,"(64, 32)",CPU,0.0302
TVAE,"(64, 32)",CPU,0.0327
TVAE,"(64, 32)",CPU,0.0312
TVAE,"(64, 32)",CPU,0.0316
TVAE,"(64, 32)",CPU,0.0309
TVAE,"(64, 32)",CPU,0.031
TVAE,"(64, 32)",CPU,0.0322
TVAE,"(64, 32)",CPU,0.0283
TVAE,"(64, 32)",CPU,0.0315
TVAE,"(64, 32)",CPU,0.0294
TVAE,"(64, 32)",CPU,0.0299
TVAE,"(64, 32)",CPU,0.0302
TVAE,"(64, 32)",CPU,0.0296
TVAE,"(64, 32)",CPU,0.0299
TVAE,"(64, 32)",CPU,0.0301
TVAE,"(64, 32)",CPU,0.0313
TVAE,"(64, 32)",CPU,0.031
TVAE,"(64, 32)",CPU,0.0302
TVAE,"(64, 32)",CPU,0.0314
TVAE,"(64, 32)",CPU,0.0289
TVAE,"(64, 32)",CPU,0.0296
TVAE,"(64, 32)",CPU,0.0307
TVAE,"(64, 32)",CPU,0.03
TVAE,"(64, 32)",CPU,0.0315
TVAE,"(64, 32)",CPU,0.0518
TVAE,"(64, 32)",CPU,0.0357
TVAE,"(64, 32)",CPU,0.0294
TVAE,"(64, 32)",CPU,0.0292
TVAE,"(64, 32)",CPU,0.029
TVAE,"(64, 32)",CPU,0.0293
