Model,Architecture,Device,Time_seconds
TVAE,"(32, 16)",CUDA,0.0352
TVAE,"(32, 16)",CUDA,0.0379
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0354
TVAE,"(32, 16)",CUDA,0.0351
TVAE,"(32, 16)",CUDA,0.0355
TVAE,"(32, 16)",CUDA,0.0358
TVAE,"(32, 16)",CUDA,0.0347
TVAE,"(32, 16)",CUDA,0.035
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.035
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0351
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0353
TVAE,"(32, 16)",CUDA,0.0349
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0348
TVAE,"(32, 16)",CUDA,0.0352
TVAE,"(32, 16)",CUDA,0.0346
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0546
TVAE,"(32, 16)",CUDA,0.0417
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0346
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.035
TVAE,"(32, 16)",CUDA,0.0356
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0353
TVAE,"(32, 16)",CUDA,0.035
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.035
TVAE,"(32, 16)",CUDA,0.0605
TVAE,"(32, 16)",CUDA,0.0445
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.035
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0352
TVAE,"(32, 16)",CUDA,0.035
TVAE,"(32, 16)",CUDA,0.0347
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0485
TVAE,"(32, 16)",CUDA,0.0471
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0348
TVAE,"(32, 16)",CUDA,0.0365
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.035
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0364
TVAE,"(32, 16)",CUDA,0.0348
TVAE,"(32, 16)",CUDA,0.0353
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0495
TVAE,"(32, 16)",CUDA,0.0453
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0329
TVAE,"(32, 16)",CUDA,0.0329
TVAE,"(32, 16)",CUDA,0.0328
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0328
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.033
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0328
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.033
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0435
TVAE,"(32, 16)",CUDA,0.0544
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0328
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.033
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0421
TVAE,"(32, 16)",CUDA,0.0557
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0347
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0346
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0353
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0329
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.033
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0453
TVAE,"(32, 16)",CUDA,0.0502
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0545
TVAE,"(32, 16)",CUDA,0.0377
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0341
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0346
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0424
TVAE,"(32, 16)",CUDA,0.055
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0344
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0338
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.033
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0385
TVAE,"(32, 16)",CUDA,0.0527
TVAE,"(32, 16)",CUDA,0.0356
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.033
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0354
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0334
TVAE,"(32, 16)",CUDA,0.0335
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0339
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.0343
TVAE,"(32, 16)",CUDA,0.034
TVAE,"(32, 16)",CUDA,0.053
TVAE,"(32, 16)",CUDA,0.0485
TVAE,"(32, 16)",CUDA,0.0349
TVAE,"(32, 16)",CUDA,0.0345
TVAE,"(32, 16)",CUDA,0.0337
TVAE,"(32, 16)",CUDA,0.0355
TVAE,"(32, 16)",CUDA,0.0367
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0331
TVAE,"(32, 16)",CUDA,0.033
TVAE,"(32, 16)",CUDA,0.0336
TVAE,"(32, 16)",CUDA,0.0332
TVAE,"(32, 16)",CUDA,0.0333
TVAE,"(32, 16)",CUDA,0.0346
TVAE,"(32, 16)",CUDA,0.0351
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0357
TVAE,"(32, 16)",CUDA,0.0352
TVAE,"(32, 16)",CUDA,0.0349
TVAE,"(32, 16)",CUDA,0.0342
TVAE,"(32, 16)",CUDA,0.0349
TVAE,"(32, 16)",CUDA,0.0362
TVAE,"(32, 16)",CUDA,0.0355
TVAE,"(32, 16)",CUDA,0.0354
TVAE,"(32, 16)",CUDA,0.036
TVAE,"(32, 16)",CUDA,0.0351
TVAE,"(32, 16)",CUDA,0.0356
TVAE,"(32, 16)",CUDA,0.0351
TVAE,"(32, 16)",CUDA,0.0426
