epoch,total_loss,recon_loss,kl_loss
1,24.896116375923157,21.511404037475586,0.22520075738430023
2,18.284749627113342,14.533859252929688,0.21078668534755707
3,14.847081124782562,12.37802791595459,0.1924120932817459
4,13.21200406551361,11.443994522094727,0.17555172741413116
5,11.960687458515167,10.780718803405762,0.15456026792526245
6,11.170624792575836,12.931113243103027,0.13970163464546204
7,10.596610069274902,7.592617034912109,0.1265804022550583
8,10.260165512561798,12.886260986328125,0.1099577471613884
9,9.89212316274643,10.598733901977539,0.09733467549085617
10,9.507087975740433,9.445759773254395,0.0781840905547142
11,9.299585789442062,10.902111053466797,0.0653165802359581
12,9.163529068231583,9.710996627807617,0.053812410682439804
13,8.910209596157074,7.517283916473389,0.04324040561914444
14,8.829671055078506,9.29164981842041,0.03324326500296593
15,8.667215466499329,10.218395233154297,0.02783634141087532
16,8.528084069490433,6.767209053039551,0.023889953270554543
17,8.431288987398148,7.338020324707031,0.023772967979311943
18,8.36943170428276,7.181711673736572,0.026607675477862358
19,8.38973405957222,9.084879875183105,0.029081618413329124
20,8.265196144580841,7.187793254852295,0.04414237290620804
21,8.291871398687363,8.330580711364746,0.0692497119307518
22,8.197791188955307,9.120760917663574,0.05974972993135452
23,8.069285422563553,8.415608406066895,0.1274697631597519
24,8.12398087978363,7.984940528869629,0.19755075871944427
25,8.022308856248856,6.333978652954102,0.2478606253862381
26,7.8627395033836365,7.2712321281433105,0.230227991938591
27,7.497461408376694,5.938114643096924,0.534782350063324
28,7.304831713438034,7.524941921234131,0.600812554359436
29,7.164780884981155,6.381165981292725,0.46583452820777893
30,7.1048047840595245,7.3213067054748535,0.6047707200050354
31,7.053718328475952,5.747809886932373,0.6566787362098694
32,6.907641530036926,5.893681526184082,0.7941938638687134
33,7.018076092004776,7.49301290512085,0.8013269305229187
34,6.785211473703384,5.1192240715026855,0.7364253997802734
35,6.86482834815979,5.138095378875732,0.8347525000572205
36,6.747363895177841,5.9807233810424805,0.7359225749969482
37,6.734555542469025,5.926259517669678,0.8811246752738953
38,6.797995299100876,5.907656669616699,0.8938409686088562
39,6.597377896308899,4.865148544311523,1.00432550907135
40,6.608314424753189,4.601084232330322,0.9599664807319641
41,6.676045596599579,9.417425155639648,0.7509609460830688
42,6.5626049637794495,5.37305212020874,0.9752564430236816
43,6.428348809480667,4.967981338500977,0.9081056714057922
44,6.535937547683716,4.4591264724731445,0.8144037127494812
45,6.505157172679901,5.398787021636963,0.9368909001350403
46,6.475947618484497,6.09647274017334,1.0142048597335815
47,6.408851623535156,6.113958358764648,0.7737897634506226
48,6.446616381406784,5.724080562591553,0.9303450584411621
49,6.336137562990189,5.482781887054443,0.8594368100166321
50,6.383723348379135,6.0688157081604,0.9004149436950684
51,6.366526365280151,5.519561767578125,1.1088653802871704
52,6.280404627323151,4.5325846672058105,1.174606204032898
53,6.365308493375778,5.604678153991699,0.9073519706726074
54,6.3662600219249725,5.495894432067871,1.1214630603790283
55,6.260861158370972,4.963863849639893,1.1276081800460815
56,6.3838600516319275,7.520780086517334,1.0155197381973267
57,6.3008693754673,5.9806132316589355,0.8792805075645447
58,6.226631045341492,6.239152431488037,0.8712285161018372
59,6.356803119182587,6.624536037445068,0.8826243281364441
60,6.2945696413517,5.189965724945068,0.9273555874824524
61,6.210545390844345,5.571813106536865,1.0966730117797852
62,6.283263146877289,4.943978786468506,1.0298727750778198
63,6.2974145114421844,6.152809143066406,0.9160217642784119
64,6.3018792271614075,5.007829189300537,1.0118129253387451
65,6.291545659303665,5.080243110656738,1.1735347509384155
66,6.280832648277283,5.597108840942383,1.0069855451583862
67,6.305825769901276,6.3388776779174805,1.0032905340194702
68,6.288677334785461,5.769256114959717,0.9041587710380554
69,6.2139765322208405,4.6052374839782715,0.9503512382507324
70,6.197900205850601,4.253987789154053,1.101595401763916
71,6.248274862766266,5.913534641265869,1.0785249471664429
72,6.2042112946510315,4.825536727905273,1.0832874774932861
73,6.1288906037807465,5.313964366912842,1.0454959869384766
74,6.186510801315308,3.8891377449035645,1.1961872577667236
75,6.2212865352630615,5.076770305633545,1.1408569812774658
76,6.205501586198807,4.166353225708008,1.07689368724823
77,6.128941744565964,4.391797065734863,1.003813624382019
78,6.153866082429886,4.657329559326172,1.117172122001648
79,6.167749881744385,4.008062839508057,1.0942739248275757
80,6.169827222824097,5.958129405975342,1.118991732597351
81,6.187760025262833,4.8893513679504395,0.9969329833984375
82,6.2233845591545105,7.477000713348389,1.0535757541656494
83,6.182623654603958,5.165804386138916,1.0470463037490845
84,6.138809680938721,4.732227325439453,1.2183430194854736
85,6.108658611774445,4.148629665374756,1.1135480403900146
86,6.170348048210144,6.756148815155029,0.9953503608703613
87,6.163740426301956,7.236093044281006,1.0326746702194214
88,6.042267143726349,4.269178867340088,0.9406677484512329
89,6.137803643941879,5.169026851654053,1.0409384965896606
90,6.226084381341934,7.099630832672119,0.982695996761322
91,6.160333871841431,5.379333972930908,1.1131656169891357
92,6.1708086133003235,5.307834625244141,1.1398757696151733
93,6.135571122169495,6.449376583099365,1.0321301221847534
94,6.302856534719467,6.607442378997803,1.064989686012268
95,6.067979335784912,4.919980049133301,1.1665623188018799
96,6.079213976860046,4.7943949699401855,1.1687296628952026
97,6.120440423488617,5.73046875,1.0988937616348267
98,6.140242636203766,4.694417476654053,0.9723906517028809
99,6.130084007978439,4.541347026824951,1.1520193815231323
100,6.163155883550644,4.593968391418457,1.180061936378479
